user ID,meal transaction ID,paid at,restaurant ID,cuisine,revenue,ambience,rating,award winning dishes,number of reviews
893,7753,2022-03-11T02:36:10.729606,54,Burgers,100,romantic,1,0,30
142,7754,2022-03-11T02:36:10.729610,55,Tapas,300,family friendly,2,4,89
1134,7755,2022-03-11T02:36:10.729615,56,Steakhouse,300,family friendly,2,4,96
156,7756,2022-03-11T02:36:10.729619,57,Burgers,200,fancy,4,4,67
215,7757,2022-03-11T02:36:10.729624,58,Steakhouse,300,fancy,4,4,39
995,7758,2022-03-11T02:36:10.729628,59,Steakhouse,300,fancy,4,4,35
135,7759,2022-03-11T02:36:10.729633,60,Burgers,200,bar,1,1,21
899,7760,2022-03-11T02:36:10.729637,61,Breakfast and brunch,100,family friendly,2,4,98
997,7761,2022-03-11T02:36:10.729642,62,Steakhouse,300,family friendly,2,4,87
971,7762,2022-03-11T02:36:10.729646,63,Seafood,200,romantic,2,2,56
664,7763,2022-03-11T02:36:10.729651,64,Tapas,200,casual,3,2,22
972,7764,2022-03-11T02:36:10.729656,65,Seafood,100,bar,0,0,31
1180,7765,2022-03-11T02:36:10.729660,66,Breakfast and brunch,100,family friendly,2,4,99
73,7766,2022-03-11T02:36:10.729665,67,Steakhouse,300,family friendly,2,4,87
43,7767,2022-03-11T02:36:10.729669,68,Steakhouse,300,family friendly,4,2,88
1232,7768,2022-03-11T02:36:10.729674,69,Tapas,200,family friendly,4,2,88
1287,7769,2022-03-11T02:36:10.729678,70,Seafood,200,fancy,4,4,70
903,7770,2022-03-11T02:36:10.729683,71,Tapas,200,family friendly,4,4,99
1393,7771,2022-03-11T02:36:10.729688,72,Burgers,200,bar,1,0,13
175,7772,2022-03-11T02:36:10.729692,73,Burgers,200,bar,2,1,12
492,7773,2022-03-11T02:36:10.729697,74,Seafood,300,casual,4,2,6
379,7774,2022-03-11T02:36:10.729702,75,Steakhouse,300,family friendly,4,4,91
375,7775,2022-03-11T02:36:10.729707,76,Tapas,200,casual,1,2,6
472,7776,2022-03-11T02:36:10.729712,77,Burgers,100,bar,0,0,21
310,7777,2022-03-11T02:36:10.729717,78,Burgers,100,family friendly,2,2,84
579,7778,2022-03-11T02:36:10.729721,79,Burgers,100,family friendly,4,4,92
1133,7779,2022-03-11T02:36:10.729726,80,Seafood,100,bar,0,0,40
1086,7780,2022-03-11T02:36:10.729730,81,Seafood,300,casual,3,2,4
1062,7781,2022-03-11T02:36:10.729735,82,Burgers,200,family friendly,2,2,83
1025,7782,2022-03-11T02:36:10.729739,83,Steakhouse,100,bar,2,0,19
534,7783,2022-03-11T02:36:10.729744,84,Breakfast and brunch,100,casual,4,2,26
843,7784,2022-03-11T02:36:10.729748,85,Seafood,200,romantic,2,2,48
595,7785,2022-03-11T02:36:10.729752,86,Seafood,200,family friendly,4,2,86
335,7786,2022-03-11T02:36:10.729757,87,Seafood,100,bar,2,1,26
992,7787,2022-03-11T02:36:10.729762,88,Seafood,200,romantic,1,0,52
312,7788,2022-03-11T02:36:10.729766,89,Tapas,200,family friendly,2,2,94
1313,7789,2022-03-11T02:36:10.729770,90,Tapas,200,casual,2,2,17
801,7790,2022-03-11T02:36:10.729775,91,Steakhouse,100,romantic,0,0,48
101,7791,2022-03-11T02:36:10.729779,92,Steakhouse,100,romantic,0,2,50
1138,7792,2022-03-11T02:36:10.729784,93,Tapas,200,romantic,0,2,31
589,7793,2022-03-11T02:36:10.729789,94,Tapas,200,fancy,4,4,66
512,7794,2022-03-11T02:36:10.729793,95,Tapas,300,family friendly,4,2,89
596,7795,2022-03-11T02:36:10.729797,96,Tapas,200,fancy,4,4,54
1316,7796,2022-03-11T02:36:10.729802,97,Burgers,200,fancy,4,4,75
296,7797,2022-03-11T02:36:10.729806,98,Breakfast and brunch,300,bar,2,0,12
913,7798,2022-03-11T02:36:10.729811,99,Seafood,300,casual,1,2,23
1400,7799,2022-03-11T02:36:10.729815,100,Seafood,300,casual,4,2,21
1111,7800,2022-03-11T02:36:10.729820,1,Breakfast and brunch,100,casual,2,2,17
1227,7801,2022-03-11T02:36:10.729824,2,Seafood,100,bar,0,2,18
945,7802,2022-03-11T02:36:10.729829,3,Burgers,200,bar,2,2,28
411,7803,2022-03-11T02:36:10.729833,4,Breakfast and brunch,100,family friendly,2,2,88
388,7804,2022-03-11T02:36:10.729838,5,Tapas,200,fancy,4,4,75
1420,7805,2022-03-11T02:36:10.729842,6,Burgers,200,family friendly,2,4,90
562,7806,2022-03-11T02:36:10.729847,7,Tapas,200,bar,1,1,10
143,7807,2022-03-11T02:36:10.729851,8,Tapas,300,romantic,1,2,53
561,7808,2022-03-11T02:36:10.729856,9,Seafood,200,bar,1,1,34
476,7809,2022-03-11T02:36:10.729860,10,Breakfast and brunch,100,fancy,4,4,75
240,7810,2022-03-11T02:36:10.729865,11,Burgers,200,bar,0,1,37
1348,7811,2022-03-11T02:36:10.729870,12,Breakfast and brunch,100,fancy,4,4,62
886,7812,2022-03-11T02:36:10.729874,13,Burgers,100,family friendly,4,4,97
1018,7813,2022-03-11T02:36:10.729878,14,Breakfast and brunch,300,bar,2,0,15
1050,7814,2022-03-11T02:36:10.729883,15,Breakfast and brunch,100,romantic,2,2,46
542,7815,2022-03-11T02:36:10.729888,16,Steakhouse,200,fancy,4,4,68
1273,7816,2022-03-11T02:36:10.729892,17,Burgers,200,family friendly,2,4,95
332,7817,2022-03-11T02:36:10.729896,18,Tapas,200,romantic,0,0,39
31,7818,2022-03-11T02:36:10.729903,19,Seafood,200,family friendly,2,4,98
364,7819,2022-03-11T02:36:10.729908,20,Burgers,100,family friendly,2,2,93
873,7820,2022-03-11T02:36:10.729913,21,Burgers,100,casual,1,2,5
672,7821,2022-03-11T02:36:10.729918,22,Tapas,200,fancy,4,4,48
454,7822,2022-03-11T02:36:10.729922,23,Seafood,200,casual,1,2,10
867,7823,2022-03-11T02:36:10.729927,24,Seafood,200,casual,2,2,0
849,7824,2022-03-11T02:36:10.729932,25,Burgers,200,fancy,4,4,66
394,7825,2022-03-11T02:36:10.729936,26,Tapas,300,romantic,2,2,35
865,7826,2022-03-11T02:36:10.729941,27,Tapas,300,casual,1,2,17
932,7827,2022-03-11T02:36:10.729945,28,Burgers,100,casual,1,2,9
109,7828,2022-03-11T02:36:10.729950,29,Steakhouse,300,family friendly,4,4,81
511,7829,2022-03-11T02:36:10.729954,30,Seafood,200,fancy,4,4,47
799,7830,2022-03-11T02:36:10.729959,31,Burgers,100,casual,2,2,5
597,7831,2022-03-11T02:36:10.729963,32,Tapas,200,fancy,4,4,62
1186,7832,2022-03-11T02:36:10.729968,33,Breakfast and brunch,100,romantic,2,0,46
753,7833,2022-03-11T02:36:10.729972,34,Steakhouse,200,fancy,4,4,45
1162,7834,2022-03-11T02:36:10.729977,35,Seafood,300,romantic,1,0,60
1354,7835,2022-03-11T02:36:10.729981,36,Breakfast and brunch,100,casual,3,2,28
999,7836,2022-03-11T02:36:10.729986,37,Burgers,100,casual,3,2,14
778,7837,2022-03-11T02:36:10.729990,38,Tapas,200,fancy,4,4,43
1073,7838,2022-03-11T02:36:10.729995,39,Seafood,300,romantic,2,2,36
88,7839,2022-03-11T02:36:10.730000,40,Seafood,200,fancy,4,4,66
596,7840,2022-03-11T02:36:10.730004,41,Tapas,200,fancy,4,4,70
509,7841,2022-03-11T02:36:10.730009,42,Steakhouse,100,casual,2,2,21
391,7842,2022-03-11T02:36:10.730013,43,Breakfast and brunch,100,fancy,4,4,60
1266,7843,2022-03-11T02:36:10.730018,44,Seafood,200,bar,1,0,16
1025,7844,2022-03-11T02:36:10.730022,45,Tapas,200,fancy,4,4,35
681,7845,2022-03-11T02:36:10.730027,46,Burgers,200,fancy,4,4,46
102,7846,2022-03-11T02:36:10.730031,47,Breakfast and brunch,100,romantic,1,0,48
762,7847,2022-03-11T02:36:10.730036,48,Seafood,100,fancy,4,4,39
500,7848,2022-03-11T02:36:10.730040,49,Burgers,100,romantic,2,2,48
298,7849,2022-03-11T02:36:10.730045,50,Burgers,200,fancy,4,4,55
497,7850,2022-03-11T02:36:10.730049,51,Breakfast and brunch,100,casual,4,2,2
3,7851,2022-03-11T02:36:10.730054,52,Burgers,100,romantic,1,0,34
787,7852,2022-03-11T02:36:10.730058,53,Steakhouse,100,romantic,2,0,58
911,7853,2022-03-11T02:36:10.730065,54,Seafood,300,romantic,1,0,30
1312,7854,2022-03-11T02:36:10.730070,55,Seafood,200,family friendly,2,4,89
781,7855,2022-03-11T02:36:10.730074,56,Breakfast and brunch,100,family friendly,2,4,96
611,7856,2022-03-11T02:36:10.730079,57,Burgers,200,fancy,4,4,67
462,7857,2022-03-11T02:36:10.730083,58,Burgers,200,fancy,4,4,39
445,7858,2022-03-11T02:36:10.730088,59,Breakfast and brunch,100,fancy,4,4,35
16,7859,2022-03-11T02:36:10.730092,60,Seafood,200,bar,1,1,21
748,7860,2022-03-11T02:36:10.730097,61,Burgers,200,family friendly,2,4,98
1108,7861,2022-03-11T02:36:10.730101,62,Steakhouse,300,family friendly,2,4,87
297,7862,2022-03-11T02:36:10.730106,63,Burgers,100,romantic,2,2,56
1364,7863,2022-03-11T02:36:10.730110,64,Tapas,200,casual,3,2,22
704,7864,2022-03-11T02:36:10.730115,65,Breakfast and brunch,300,bar,0,0,31
1168,7865,2022-03-11T02:36:10.730119,66,Steakhouse,300,family friendly,2,4,99
185,7866,2022-03-11T02:36:10.730124,67,Tapas,300,family friendly,2,4,87
17,7867,2022-03-11T02:36:10.730128,68,Burgers,200,family friendly,4,2,88
593,7868,2022-03-11T02:36:10.730133,69,Burgers,200,family friendly,4,2,88
598,7869,2022-03-11T02:36:10.730137,70,Seafood,100,fancy,4,4,70
1229,7870,2022-03-11T02:36:10.730142,71,Seafood,200,family friendly,4,4,99
855,7871,2022-03-11T02:36:10.730146,72,Tapas,200,bar,1,0,13
1068,7872,2022-03-11T02:36:10.730151,73,Seafood,100,bar,2,1,12
715,7873,2022-03-11T02:36:10.730155,74,Seafood,300,casual,4,2,6
1229,7874,2022-03-11T02:36:10.730160,75,Burgers,100,family friendly,4,4,91
440,7875,2022-03-11T02:36:10.730165,76,Seafood,300,casual,1,2,6
110,7876,2022-03-11T02:36:10.730169,77,Seafood,200,bar,0,0,21
1392,7877,2022-03-11T02:36:10.730174,78,Tapas,200,family friendly,2,2,84
59,7878,2022-03-11T02:36:10.730179,79,Breakfast and brunch,100,family friendly,4,4,92
365,7879,2022-03-11T02:36:10.730183,80,Tapas,200,bar,0,0,40
982,7880,2022-03-11T02:36:10.730188,81,Seafood,300,casual,3,2,4
906,7881,2022-03-11T02:36:10.730192,82,Breakfast and brunch,100,family friendly,2,2,83
57,7882,2022-03-11T02:36:10.730197,83,Steakhouse,100,bar,2,0,19
924,7883,2022-03-11T02:36:10.730202,84,Tapas,200,casual,4,2,26
782,7884,2022-03-11T02:36:10.730206,85,Tapas,200,romantic,2,2,48
592,7885,2022-03-11T02:36:10.730211,86,Breakfast and brunch,100,family friendly,4,2,86
543,7886,2022-03-11T02:36:10.730215,87,Seafood,100,bar,2,1,26
1205,7887,2022-03-11T02:36:10.730220,88,Seafood,300,romantic,1,0,52
323,7888,2022-03-11T02:36:10.730224,89,Breakfast and brunch,100,family friendly,2,2,94
1370,7889,2022-03-11T02:36:10.730229,90,Breakfast and brunch,100,casual,2,2,17
249,7890,2022-03-11T02:36:10.730234,91,Steakhouse,100,romantic,0,0,48
1196,7891,2022-03-11T02:36:10.730238,92,Seafood,200,romantic,0,2,50
149,7892,2022-03-11T02:36:10.730242,93,Breakfast and brunch,100,romantic,0,2,31
997,7893,2022-03-11T02:36:10.730247,94,Seafood,200,fancy,4,4,66
281,7894,2022-03-11T02:36:10.730251,95,Steakhouse,300,family friendly,4,2,89
1166,7895,2022-03-11T02:36:10.730256,96,Tapas,200,fancy,4,4,54
553,7896,2022-03-11T02:36:10.730266,97,Tapas,200,fancy,4,4,75
70,7897,2022-03-11T02:36:10.730270,98,Seafood,100,bar,2,0,12
1350,7898,2022-03-11T02:36:10.730275,99,Steakhouse,300,casual,1,2,23
936,7899,2022-03-11T02:36:10.730280,100,Seafood,300,casual,4,2,21
186,7900,2022-03-11T02:36:10.730284,1,Burgers,100,casual,2,2,17
119,7901,2022-03-11T02:36:10.730289,2,Breakfast and brunch,200,bar,0,2,18
708,7902,2022-03-11T02:36:10.730293,3,Seafood,200,bar,2,2,28
289,7903,2022-03-11T02:36:10.730298,4,Breakfast and brunch,100,family friendly,2,2,88
474,7904,2022-03-11T02:36:10.730303,5,Seafood,100,fancy,4,4,75
594,7905,2022-03-11T02:36:10.730308,6,Seafood,100,family friendly,2,4,90
919,7906,2022-03-11T02:36:10.730313,7,Burgers,200,bar,1,1,10
26,7907,2022-03-11T02:36:10.730317,8,Breakfast and brunch,100,romantic,1,2,53
614,7908,2022-03-11T02:36:10.730322,9,Burgers,100,bar,1,1,34
256,7909,2022-03-11T02:36:10.730327,10,Steakhouse,200,fancy,4,4,75
314,7910,2022-03-11T02:36:10.730331,11,Breakfast and brunch,300,bar,0,1,37
779,7911,2022-03-11T02:36:10.730336,12,Seafood,200,fancy,4,4,62
1264,7912,2022-03-11T02:36:10.730340,13,Breakfast and brunch,100,family friendly,4,4,97
1193,7913,2022-03-11T02:36:10.730345,14,Seafood,100,bar,2,0,15
1371,7914,2022-03-11T02:36:10.730349,15,Steakhouse,100,romantic,2,2,46
65,7915,2022-03-11T02:36:10.730354,16,Tapas,200,fancy,4,4,68
286,7916,2022-03-11T02:36:10.730358,17,Tapas,300,family friendly,2,4,95
216,7917,2022-03-11T02:36:10.730363,18,Steakhouse,100,romantic,0,0,39
449,7918,2022-03-11T02:36:10.730367,19,Burgers,100,family friendly,2,4,98
1012,7919,2022-03-11T02:36:10.730372,20,Seafood,200,family friendly,2,2,93
884,7920,2022-03-11T02:36:10.730377,21,Steakhouse,100,casual,1,2,5
366,7921,2022-03-11T02:36:10.730381,22,Breakfast and brunch,100,fancy,4,4,48
97,7922,2022-03-11T02:36:10.730386,23,Tapas,200,casual,1,2,10
219,7923,2022-03-11T02:36:10.730390,24,Seafood,200,casual,2,2,0
553,7924,2022-03-11T02:36:10.730395,25,Breakfast and brunch,100,fancy,4,4,66
274,7925,2022-03-11T02:36:10.730399,26,Tapas,200,romantic,2,2,35
1410,7926,2022-03-11T02:36:10.730404,27,Seafood,200,casual,1,2,17
857,7927,2022-03-11T02:36:10.730408,28,Tapas,300,casual,1,2,9
1212,7928,2022-03-11T02:36:10.730413,29,Steakhouse,300,family friendly,4,4,81
813,7929,2022-03-11T02:36:10.730418,30,Steakhouse,200,fancy,4,4,47
963,7930,2022-03-11T02:36:10.730422,31,Tapas,300,casual,2,2,5
558,7931,2022-03-11T02:36:10.730427,32,Breakfast and brunch,100,fancy,4,4,62
965,7932,2022-03-11T02:36:10.730431,33,Steakhouse,100,romantic,2,0,46
740,7933,2022-03-11T02:36:10.730436,34,Steakhouse,300,fancy,4,4,45
1030,7934,2022-03-11T02:36:10.730440,35,Breakfast and brunch,100,romantic,1,0,60
279,7935,2022-03-11T02:36:10.730445,36,Burgers,100,casual,3,2,28
1217,7936,2022-03-11T02:36:10.730449,37,Burgers,100,casual,3,2,14
225,7937,2022-03-11T02:36:10.730454,38,Burgers,200,fancy,4,4,43
960,7938,2022-03-11T02:36:10.730459,39,Breakfast and brunch,100,romantic,2,2,36
775,7939,2022-03-11T02:36:10.730463,40,Burgers,200,fancy,4,4,66
864,7940,2022-03-11T02:36:10.730467,41,Breakfast and brunch,100,fancy,4,4,70
243,7941,2022-03-11T02:36:10.730475,42,Tapas,300,casual,2,2,21
648,7942,2022-03-11T02:36:10.730479,43,Seafood,200,fancy,4,4,60
613,7943,2022-03-11T02:36:10.730484,44,Tapas,200,bar,1,0,16
856,7944,2022-03-11T02:36:10.730488,45,Steakhouse,300,fancy,4,4,35
968,7945,2022-03-11T02:36:10.730493,46,Tapas,200,fancy,4,4,46
207,7946,2022-03-11T02:36:10.730497,47,Breakfast and brunch,100,romantic,1,0,48
504,7947,2022-03-11T02:36:10.730502,48,Tapas,200,fancy,4,4,39
1219,7948,2022-03-11T02:36:10.730507,49,Tapas,200,romantic,2,2,48
661,7949,2022-03-11T02:36:10.730511,50,Seafood,100,fancy,4,4,55
940,7950,2022-03-11T02:36:10.730516,51,Burgers,100,casual,4,2,2
1329,7951,2022-03-11T02:36:10.730520,52,Breakfast and brunch,100,romantic,1,0,34
1013,7952,2022-03-11T02:36:10.730525,53,Seafood,300,romantic,2,0,58
1138,7953,2022-03-11T02:36:10.730529,54,Breakfast and brunch,100,romantic,1,0,30
269,7954,2022-03-11T02:36:10.730534,55,Burgers,200,family friendly,2,4,89
772,7955,2022-03-11T02:36:10.730538,56,Burgers,100,family friendly,2,4,96
138,7956,2022-03-11T02:36:10.730543,57,Burgers,200,fancy,4,4,67
363,7957,2022-03-11T02:36:10.730547,58,Breakfast and brunch,100,fancy,4,4,39
1126,7958,2022-03-11T02:36:10.730552,59,Burgers,200,fancy,4,4,35
1230,7959,2022-03-11T02:36:10.730556,60,Tapas,200,bar,1,1,21
1182,7960,2022-03-11T02:36:10.730561,61,Tapas,300,family friendly,2,4,98
1384,7961,2022-03-11T02:36:10.730566,62,Steakhouse,300,family friendly,2,4,87
1393,7962,2022-03-11T02:36:10.730570,63,Breakfast and brunch,100,romantic,2,2,56
182,7963,2022-03-11T02:36:10.730575,64,Seafood,300,casual,3,2,22
701,7964,2022-03-11T02:36:10.730579,65,Burgers,200,bar,0,0,31
1273,7965,2022-03-11T02:36:10.730584,66,Seafood,100,family friendly,2,4,99
176,7966,2022-03-11T02:36:10.730588,67,Seafood,100,family friendly,2,4,87
899,7967,2022-03-11T02:36:10.730592,68,Steakhouse,300,family friendly,4,2,88
916,7968,2022-03-11T02:36:10.730597,69,Steakhouse,300,family friendly,4,2,88
293,7969,2022-03-11T02:36:10.730602,70,Steakhouse,200,fancy,4,4,70
229,7970,2022-03-11T02:36:10.730606,71,Seafood,200,family friendly,4,4,99
230,7971,2022-03-11T02:36:10.730611,72,Seafood,200,bar,1,0,13
376,7972,2022-03-11T02:36:10.730616,73,Seafood,100,bar,2,1,12
330,7973,2022-03-11T02:36:10.730620,74,Seafood,200,casual,4,2,6
1039,7974,2022-03-11T02:36:10.730625,75,Steakhouse,300,family friendly,4,4,91
1183,7975,2022-03-11T02:36:10.730630,76,Steakhouse,100,casual,1,2,6
761,7976,2022-03-11T02:36:10.730634,77,Burgers,100,bar,0,0,21
155,7977,2022-03-11T02:36:10.730639,78,Seafood,100,family friendly,2,2,84
260,7978,2022-03-11T02:36:10.730643,79,Seafood,100,family friendly,4,4,92
804,7979,2022-03-11T02:36:10.730648,80,Steakhouse,100,bar,0,0,40
457,7980,2022-03-11T02:36:10.730652,81,Burgers,100,casual,3,2,4
1251,7981,2022-03-11T02:36:10.730657,82,Breakfast and brunch,100,family friendly,2,2,83
992,7982,2022-03-11T02:36:10.730661,83,Burgers,200,bar,2,0,19
760,7983,2022-03-11T02:36:10.730666,84,Seafood,300,casual,4,2,26
122,7984,2022-03-11T02:36:10.730671,85,Breakfast and brunch,100,romantic,2,2,48
950,7985,2022-03-11T02:36:10.730675,86,Breakfast and brunch,100,family friendly,4,2,86
1116,7986,2022-03-11T02:36:10.730680,87,Tapas,200,bar,2,1,26
1355,7987,2022-03-11T02:36:10.730684,88,Burgers,100,romantic,1,0,52
441,7988,2022-03-11T02:36:10.730689,89,Breakfast and brunch,100,family friendly,2,2,94
144,7989,2022-03-11T02:36:10.730694,90,Seafood,200,casual,2,2,17
1040,7990,2022-03-11T02:36:10.730698,91,Seafood,300,romantic,0,0,48
606,7991,2022-03-11T02:36:10.730704,92,Steakhouse,100,romantic,0,2,50
584,7992,2022-03-11T02:36:10.730708,93,Tapas,300,romantic,0,2,31
967,7993,2022-03-11T02:36:10.730713,94,Burgers,200,fancy,4,4,66
599,7994,2022-03-11T02:36:10.730717,95,Tapas,300,family friendly,4,2,89
676,7995,2022-03-11T02:36:10.730722,96,Tapas,200,fancy,4,4,54
636,7996,2022-03-11T02:36:10.730727,97,Tapas,200,fancy,4,4,75
1052,7997,2022-03-11T02:36:10.730731,98,Seafood,100,bar,2,0,12
1242,7998,2022-03-11T02:36:10.730735,99,Steakhouse,100,casual,1,2,23
201,7999,2022-03-11T02:36:10.730740,100,Breakfast and brunch,100,casual,4,2,21
322,8000,2022-03-11T02:36:10.730744,1,Tapas,300,casual,2,2,17
683,8001,2022-03-11T02:36:10.730749,2,Seafood,100,bar,0,2,18
621,8002,2022-03-11T02:36:10.730754,3,Seafood,200,bar,2,2,28
412,8003,2022-03-11T02:36:10.730758,4,Seafood,200,family friendly,2,2,88
1376,8004,2022-03-11T02:36:10.730763,5,Breakfast and brunch,100,fancy,4,4,75
138,8005,2022-03-11T02:36:10.730767,6,Burgers,100,family friendly,2,4,90
535,8006,2022-03-11T02:36:10.730772,7,Seafood,100,bar,1,1,10
1237,8007,2022-03-11T02:36:10.730776,8,Breakfast and brunch,100,romantic,1,2,53
151,8008,2022-03-11T02:36:10.730781,9,Tapas,200,bar,1,1,34
293,8009,2022-03-11T02:36:10.730785,10,Burgers,200,fancy,4,4,75
8,8010,2022-03-11T02:36:10.730789,11,Seafood,100,bar,0,1,37
1046,8011,2022-03-11T02:36:10.730794,12,Burgers,200,fancy,4,4,62
414,8012,2022-03-11T02:36:10.730798,13,Burgers,200,family friendly,4,4,97
61,8013,2022-03-11T02:36:10.730803,14,Burgers,200,bar,2,0,15
777,8014,2022-03-11T02:36:10.730808,15,Breakfast and brunch,100,romantic,2,2,46
487,8015,2022-03-11T02:36:10.730813,16,Steakhouse,200,fancy,4,4,68
288,8016,2022-03-11T02:36:10.730817,17,Steakhouse,300,family friendly,2,4,95
653,8017,2022-03-11T02:36:10.730822,18,Seafood,200,romantic,0,0,39
1124,8018,2022-03-11T02:36:10.730826,19,Tapas,200,family friendly,2,4,98
671,8019,2022-03-11T02:36:10.730831,20,Steakhouse,300,family friendly,2,2,93
915,8020,2022-03-11T02:36:10.730836,21,Seafood,300,casual,1,2,5
1217,8021,2022-03-11T02:36:10.730840,22,Seafood,100,fancy,4,4,48
219,8022,2022-03-11T02:36:10.730845,23,Tapas,300,casual,1,2,10
1029,8023,2022-03-11T02:36:10.730849,24,Burgers,100,casual,2,2,0
866,8024,2022-03-11T02:36:10.730854,25,Steakhouse,200,fancy,4,4,66
350,8025,2022-03-11T02:36:10.730858,26,Seafood,200,romantic,2,2,35
821,8026,2022-03-11T02:36:10.730864,27,Tapas,200,casual,1,2,17
549,8027,2022-03-11T02:36:10.730868,28,Breakfast and brunch,100,casual,1,2,9
542,8028,2022-03-11T02:36:10.730873,29,Breakfast and brunch,100,family friendly,4,4,81
255,8029,2022-03-11T02:36:10.730878,30,Tapas,200,fancy,4,4,47
227,8030,2022-03-11T02:36:10.730882,31,Steakhouse,100,casual,2,2,5
732,8031,2022-03-11T02:36:10.730887,32,Seafood,200,fancy,4,4,62
1266,8032,2022-03-11T02:36:10.730891,33,Tapas,300,romantic,2,0,46
1296,8033,2022-03-11T02:36:10.730895,34,Steakhouse,300,fancy,4,4,45
998,8034,2022-03-11T02:36:10.730900,35,Steakhouse,100,romantic,1,0,60
877,8035,2022-03-11T02:36:10.730904,36,Steakhouse,300,casual,3,2,28
648,8036,2022-03-11T02:36:10.730908,37,Breakfast and brunch,100,casual,3,2,14
1371,8037,2022-03-11T02:36:10.730912,38,Burgers,200,fancy,4,4,43
195,8038,2022-03-11T02:36:10.730917,39,Seafood,200,romantic,2,2,36
1286,8039,2022-03-11T02:36:10.730921,40,Steakhouse,300,fancy,4,4,66
433,8040,2022-03-11T02:36:10.730925,41,Seafood,100,fancy,4,4,70
524,8041,2022-03-11T02:36:10.730929,42,Breakfast and brunch,100,casual,2,2,21
729,8042,2022-03-11T02:36:10.730934,43,Tapas,200,fancy,4,4,60
1054,8043,2022-03-11T02:36:10.730938,44,Breakfast and brunch,200,bar,1,0,16
1062,8044,2022-03-11T02:36:10.730942,45,Steakhouse,200,fancy,4,4,35
399,8045,2022-03-11T02:36:10.730946,46,Seafood,200,fancy,4,4,46
729,8046,2022-03-11T02:36:10.730951,47,Breakfast and brunch,100,romantic,1,0,48
547,8047,2022-03-11T02:36:10.730955,48,Burgers,200,fancy,4,4,39
811,8048,2022-03-11T02:36:10.730959,49,Seafood,300,romantic,2,2,48
679,8049,2022-03-11T02:36:10.730964,50,Steakhouse,200,fancy,4,4,55
491,8050,2022-03-11T02:36:10.730968,51,Breakfast and brunch,100,casual,4,2,2
529,8051,2022-03-11T02:36:10.730972,52,Tapas,200,romantic,1,0,34
1334,8052,2022-03-11T02:36:10.730976,53,Tapas,300,romantic,2,0,58
1064,8053,2022-03-11T02:36:10.730981,54,Breakfast and brunch,100,romantic,1,0,30
951,8054,2022-03-11T02:36:10.730985,55,Breakfast and brunch,100,family friendly,2,4,89
283,8055,2022-03-11T02:36:10.730989,56,Steakhouse,300,family friendly,2,4,96
888,8056,2022-03-11T02:36:10.730993,57,Burgers,200,fancy,4,4,67
403,8057,2022-03-11T02:36:10.730998,58,Burgers,200,fancy,4,4,39
1397,8058,2022-03-11T02:36:10.731002,59,Breakfast and brunch,100,fancy,4,4,35
81,8059,2022-03-11T02:36:10.731007,60,Breakfast and brunch,200,bar,1,1,21
4,8060,2022-03-11T02:36:10.731011,61,Steakhouse,300,family friendly,2,4,98
496,8061,2022-03-11T02:36:10.731015,62,Tapas,300,family friendly,2,4,87
374,8062,2022-03-11T02:36:10.731019,63,Steakhouse,100,romantic,2,2,56
119,8063,2022-03-11T02:36:10.731023,64,Seafood,300,casual,3,2,22
552,8064,2022-03-11T02:36:10.731028,65,Steakhouse,100,bar,0,0,31
1070,8065,2022-03-11T02:36:10.731032,66,Tapas,300,family friendly,2,4,99
721,8066,2022-03-11T02:36:10.731036,67,Breakfast and brunch,100,family friendly,2,4,87
645,8067,2022-03-11T02:36:10.731040,68,Tapas,300,family friendly,4,2,88
1326,8068,2022-03-11T02:36:10.731044,69,Seafood,200,family friendly,4,2,88
983,8069,2022-03-11T02:36:10.731048,70,Burgers,200,fancy,4,4,70
428,8070,2022-03-11T02:36:10.731053,71,Seafood,100,family friendly,4,4,99
58,8071,2022-03-11T02:36:10.731057,72,Seafood,200,bar,1,0,13
1070,8072,2022-03-11T02:36:10.731061,73,Burgers,100,bar,2,1,12
298,8073,2022-03-11T02:36:10.731065,74,Burgers,100,casual,4,2,6
897,8074,2022-03-11T02:36:10.731069,75,Seafood,200,family friendly,4,4,91
627,8075,2022-03-11T02:36:10.731074,76,Seafood,200,casual,1,2,6
706,8076,2022-03-11T02:36:10.731078,77,Breakfast and brunch,200,bar,0,0,21
970,8077,2022-03-11T02:36:10.731082,78,Seafood,100,family friendly,2,2,84
1153,8078,2022-03-11T02:36:10.731086,79,Seafood,200,family friendly,4,4,92
1275,8079,2022-03-11T02:36:10.731091,80,Burgers,100,bar,0,0,40
1139,8080,2022-03-11T02:36:10.731095,81,Tapas,200,casual,3,2,4
361,8081,2022-03-11T02:36:10.731099,82,Breakfast and brunch,100,family friendly,2,2,83
24,8082,2022-03-11T02:36:10.731103,83,Burgers,200,bar,2,0,19
1147,8083,2022-03-11T02:36:10.731108,84,Steakhouse,100,casual,4,2,26
308,8084,2022-03-11T02:36:10.731112,85,Steakhouse,100,romantic,2,2,48
1378,8085,2022-03-11T02:36:10.731116,86,Breakfast and brunch,100,family friendly,4,2,86
837,8086,2022-03-11T02:36:10.731120,87,Burgers,100,bar,2,1,26
1233,8087,2022-03-11T02:36:10.731124,88,Seafood,200,romantic,1,0,52
846,8088,2022-03-11T02:36:10.731128,89,Seafood,100,family friendly,2,2,94
