battle ID,fought at,monster ID,magic spell used,spell effectiveness,victory points
9847,2022-02-24T02:15:21.461022,2848,fire,1,
9848,2022-02-24T02:15:21.461026,2849,water,2,
9849,2022-02-24T02:15:21.461030,2850,wind,0,
9850,2022-02-24T02:15:21.461034,2851,fire,1,
9851,2022-02-24T02:15:21.461037,2852,earth,1,
9852,2022-02-24T02:15:21.461041,2853,energy,1,
9853,2022-02-24T02:15:21.461044,2854,earth,0,
9854,2022-02-24T02:15:21.461048,2855,water,1,
9855,2022-02-24T02:15:21.461051,2856,energy,2,
9856,2022-02-24T02:15:21.461055,2857,fire,0,
9857,2022-02-24T02:15:21.461059,2858,energy,1,
9858,2022-02-24T02:15:21.461062,2859,earth,0,
9859,2022-02-24T02:15:21.461066,2860,earth,1,
9860,2022-02-24T02:15:21.461071,2861,water,0,
9861,2022-02-24T02:15:21.461075,2862,energy,1,
9862,2022-02-24T02:15:21.461078,2863,energy,1,
9863,2022-02-24T02:15:21.461083,2864,wind,1,
9864,2022-02-24T02:15:21.461086,2865,earth,0,
9865,2022-02-24T02:15:21.461090,2866,water,0,
9866,2022-02-24T02:15:21.461094,2867,water,0,
9867,2022-02-24T02:15:21.461098,2868,water,2,
9868,2022-02-24T02:15:21.461101,2869,water,0,
9869,2022-02-24T02:15:21.461105,2870,fire,1,
9870,2022-02-24T02:15:21.461108,2871,energy,1,
9871,2022-02-24T02:15:21.461112,2872,water,0,
9872,2022-02-24T02:15:21.461116,2873,wind,1,
9873,2022-02-24T02:15:21.461119,2874,wind,0,
9874,2022-02-24T02:15:21.461123,2875,wind,1,
9875,2022-02-24T02:15:21.461127,2876,water,0,
9876,2022-02-24T02:15:21.461130,2877,earth,1,
9877,2022-02-24T02:15:21.461134,2878,energy,1,
9878,2022-02-24T02:15:21.461137,2879,fire,1,
9879,2022-02-24T02:15:21.461141,2880,wind,1,
9880,2022-02-24T02:15:21.461145,2881,fire,0,
9881,2022-02-24T02:15:21.461149,2882,water,0,
9882,2022-02-24T02:15:21.461172,2883,energy,1,
9883,2022-02-24T02:15:21.461177,2884,fire,1,
9884,2022-02-24T02:15:21.461181,2885,energy,1,
9885,2022-02-24T02:15:21.461184,2886,water,0,
9886,2022-02-24T02:15:21.461188,2887,energy,1,
9887,2022-02-24T02:15:21.461192,2888,earth,2,
9888,2022-02-24T02:15:21.461195,2889,fire,1,
9889,2022-02-24T02:15:21.461199,2890,wind,0,
9890,2022-02-24T02:15:21.461203,2891,fire,1,
9891,2022-02-24T02:15:21.461208,2892,fire,1,
9892,2022-02-24T02:15:21.461212,2893,wind,1,
9893,2022-02-24T02:15:21.461215,2894,wind,0,
9894,2022-02-24T02:15:21.461219,2895,earth,1,
9895,2022-02-24T02:15:21.461222,2896,fire,1,
9896,2022-02-24T02:15:21.461227,2897,energy,1,
9897,2022-02-24T02:15:21.461230,2898,fire,1,
9898,2022-02-24T02:15:21.461234,2899,energy,1,
9899,2022-02-24T02:15:21.461238,2900,fire,0,
9900,2022-02-24T02:15:21.461241,2901,fire,2,
9901,2022-02-24T02:15:21.461245,2902,earth,0,
9902,2022-02-24T02:15:21.461249,2903,energy,2,
9903,2022-02-24T02:15:21.461254,2904,wind,1,
9904,2022-02-24T02:15:21.461258,2905,energy,1,
9905,2022-02-24T02:15:21.461262,2906,fire,1,
9906,2022-02-24T02:15:21.461266,2907,fire,1,
9907,2022-02-24T02:15:21.461270,2908,wind,0,
9908,2022-02-24T02:15:21.461274,2909,fire,1,
9909,2022-02-24T02:15:21.461278,2910,water,0,
9910,2022-02-24T02:15:21.461282,2911,earth,0,
9911,2022-02-24T02:15:21.461285,2912,earth,0,
9912,2022-02-24T02:15:21.461289,2913,fire,2,
9913,2022-02-24T02:15:21.461293,2914,fire,2,
9914,2022-02-24T02:15:21.461297,2915,wind,1,
9915,2022-02-24T02:15:21.461301,2916,energy,1,
9916,2022-02-24T02:15:21.461304,2917,energy,1,
9917,2022-02-24T02:15:21.461308,2918,earth,2,
9918,2022-02-24T02:15:21.461312,2919,energy,1,
9919,2022-02-24T02:15:21.461315,2920,water,0,
9920,2022-02-24T02:15:21.461319,2921,energy,1,
9921,2022-02-24T02:15:21.461323,2922,water,2,
9922,2022-02-24T02:15:21.461327,2923,earth,0,
9923,2022-02-24T02:15:21.461330,2924,wind,0,
9924,2022-02-24T02:15:21.461334,2925,energy,1,
9925,2022-02-24T02:15:21.461338,2926,energy,1,
9926,2022-02-24T02:15:21.461341,2927,wind,1,
9927,2022-02-24T02:15:21.461345,2928,wind,0,
9928,2022-02-24T02:15:21.461349,2929,fire,2,
9929,2022-02-24T02:15:21.461352,2930,wind,0,
9930,2022-02-24T02:15:21.461356,2931,earth,2,
9931,2022-02-24T02:15:21.461360,2932,energy,1,
9932,2022-02-24T02:15:21.461363,2933,fire,1,
9933,2022-02-24T02:15:21.461367,2934,fire,1,
9934,2022-02-24T02:15:21.461371,2935,water,2,
9935,2022-02-24T02:15:21.461374,2936,energy,1,
9936,2022-02-24T02:15:21.461378,2937,earth,0,
9937,2022-02-24T02:15:21.461381,2938,energy,2,
9938,2022-02-24T02:15:21.461385,2939,water,2,
9939,2022-02-24T02:15:21.461388,2940,earth,0,
9940,2022-02-24T02:15:21.461392,2941,energy,1,
9941,2022-02-24T02:15:21.461395,2942,earth,0,
9942,2022-02-24T02:15:21.461399,2943,wind,0,
9943,2022-02-24T02:15:21.461403,2944,earth,0,
9944,2022-02-24T02:15:21.461407,2945,water,0,
9945,2022-02-24T02:15:21.461411,2946,energy,1,
9946,2022-02-24T02:15:21.461415,2947,earth,0,
9947,2022-02-24T02:15:21.461418,2948,earth,0,
9948,2022-02-24T02:15:21.461422,2949,water,2,
9949,2022-02-24T02:15:21.461426,2950,water,2,
9950,2022-02-24T02:15:21.461430,2951,water,2,
9951,2022-02-24T02:15:21.461433,2952,fire,2,
9952,2022-02-24T02:15:21.461437,2953,energy,2,
9953,2022-02-24T02:15:21.461441,2954,energy,1,
9954,2022-02-24T02:15:21.461445,2955,energy,1,
9955,2022-02-24T02:15:21.461449,2956,fire,2,
9956,2022-02-24T02:15:21.461453,2957,earth,0,
9957,2022-02-24T02:15:21.461456,2958,water,2,
9958,2022-02-24T02:15:21.461460,2959,earth,0,
9959,2022-02-24T02:15:21.461464,2960,wind,0,
9960,2022-02-24T02:15:21.461468,2961,water,0,
9961,2022-02-24T02:15:21.461471,2962,water,0,
9962,2022-02-24T02:15:21.461475,2963,fire,0,
9963,2022-02-24T02:15:21.461481,2964,earth,0,
9964,2022-02-24T02:15:21.461484,2965,water,0,
9965,2022-02-24T02:15:21.461488,2966,earth,0,
9966,2022-02-24T02:15:21.461493,2967,energy,1,
9967,2022-02-24T02:15:21.461497,2968,energy,2,
9968,2022-02-24T02:15:21.461500,2969,water,0,
9969,2022-02-24T02:15:21.461504,2970,earth,0,
9970,2022-02-24T02:15:21.461508,2971,energy,2,
9971,2022-02-24T02:15:21.461511,2972,wind,0,
9972,2022-02-24T02:15:21.461515,2973,wind,0,
9973,2022-02-24T02:15:21.461519,2974,water,0,
9974,2022-02-24T02:15:21.461523,2975,water,0,
9975,2022-02-24T02:15:21.461526,2976,wind,1,
9976,2022-02-24T02:15:21.461530,2977,wind,1,
9977,2022-02-24T02:15:21.461534,2978,wind,0,
9978,2022-02-24T02:15:21.461538,2979,earth,0,
9979,2022-02-24T02:15:21.461541,2980,wind,0,
9980,2022-02-24T02:15:21.461545,2981,fire,1,
9981,2022-02-24T02:15:21.461549,2982,earth,0,
9982,2022-02-24T02:15:21.461552,2983,water,0,
9983,2022-02-24T02:15:21.461556,2984,wind,0,
9984,2022-02-24T02:15:21.461560,2985,energy,2,
9985,2022-02-24T02:15:21.461563,2986,earth,0,
9986,2022-02-24T02:15:21.461567,2987,earth,0,
9987,2022-02-24T02:15:21.461570,2988,fire,1,
9988,2022-02-24T02:15:21.461574,2989,wind,0,
9989,2022-02-24T02:15:21.461578,2990,earth,0,
9990,2022-02-24T02:15:21.461581,2991,energy,1,
9991,2022-02-24T02:15:21.461585,2992,fire,1,
9992,2022-02-24T02:15:21.461588,2993,fire,1,
9993,2022-02-24T02:15:21.461592,2994,earth,0,
9994,2022-02-24T02:15:21.461596,2995,energy,1,
9995,2022-02-24T02:15:21.461600,2996,wind,0,
9996,2022-02-24T02:15:21.461603,2997,energy,1,
9997,2022-02-24T02:15:21.461607,2998,wind,1,
9998,2022-02-24T02:15:21.461611,2999,earth,0,
9999,2022-02-24T02:15:21.461614,3000,water,2,
10000,2022-02-24T02:15:21.461618,3001,fire,2,
10001,2022-02-24T02:15:21.461621,3002,earth,0,
10002,2022-02-24T02:15:21.461625,3003,water,2,
10003,2022-02-24T02:15:21.461629,3004,fire,0,
10004,2022-02-24T02:15:21.461633,3005,earth,0,
10005,2022-02-24T02:15:21.461637,3006,wind,1,
10006,2022-02-24T02:15:21.461640,3007,wind,0,
10007,2022-02-24T02:15:21.461644,3008,fire,1,
10008,2022-02-24T02:15:21.461648,3009,water,0,
10009,2022-02-24T02:15:21.461651,3010,energy,1,
10010,2022-02-24T02:15:21.461655,3011,water,0,
10011,2022-02-24T02:15:21.461659,3012,water,0,
10012,2022-02-24T02:15:21.461662,3013,fire,1,
10013,2022-02-24T02:15:21.461667,3014,fire,1,
10014,2022-02-24T02:15:21.461670,3015,wind,0,
10015,2022-02-24T02:15:21.461674,3016,wind,0,
10016,2022-02-24T02:15:21.461678,3017,wind,1,
10017,2022-02-24T02:15:21.461682,3018,energy,2,
10018,2022-02-24T02:15:21.461686,3019,water,0,
10019,2022-02-24T02:15:21.461690,3020,wind,1,
10020,2022-02-24T02:15:21.461694,3021,water,0,
10021,2022-02-24T02:15:21.461697,3022,wind,0,
10022,2022-02-24T02:15:21.461701,3023,energy,1,
10023,2022-02-24T02:15:21.461705,3024,earth,0,
10024,2022-02-24T02:15:21.461708,3025,wind,0,
10025,2022-02-24T02:15:21.461712,3026,wind,0,
10026,2022-02-24T02:15:21.461715,3027,earth,0,
10027,2022-02-24T02:15:21.461719,3028,water,2,
10028,2022-02-24T02:15:21.461731,3029,water,2,
10029,2022-02-24T02:15:21.461740,3030,fire,1,
10030,2022-02-24T02:15:21.461750,3031,energy,1,
10031,2022-02-24T02:15:21.461755,3032,water,0,
10032,2022-02-24T02:15:21.461759,3033,water,0,
10033,2022-02-24T02:15:21.461762,3034,fire,1,
10034,2022-02-24T02:15:21.461766,3035,wind,1,
10035,2022-02-24T02:15:21.461769,3036,fire,2,
10036,2022-02-24T02:15:21.461773,3037,energy,1,
10037,2022-02-24T02:15:21.461777,3038,wind,1,
10038,2022-02-24T02:15:21.461780,3039,wind,0,
10039,2022-02-24T02:15:21.461784,3040,earth,0,
10040,2022-02-24T02:15:21.461788,3041,water,0,
10041,2022-02-24T02:15:21.461791,3042,wind,0,
10042,2022-02-24T02:15:21.461795,3043,wind,1,
10043,2022-02-24T02:15:21.461799,3044,energy,1,
10044,2022-02-24T02:15:21.461802,3045,earth,0,
10045,2022-02-24T02:15:21.461806,3046,energy,1,
10046,2022-02-24T02:15:21.461810,3047,fire,1,
10047,2022-02-24T02:15:21.461813,3048,fire,0,
10048,2022-02-24T02:15:21.461817,3049,water,0,
10049,2022-02-24T02:15:21.461821,3050,energy,1,
10050,2022-02-24T02:15:21.461824,3051,energy,2,
10051,2022-02-24T02:15:21.461828,3052,energy,1,
10052,2022-02-24T02:15:21.461832,3053,fire,2,
10053,2022-02-24T02:15:21.461835,3054,energy,1,
10054,2022-02-24T02:15:21.461839,3055,earth,0,
10055,2022-02-24T02:15:21.461843,3056,wind,1,
10056,2022-02-24T02:15:21.461846,3057,fire,1,
10057,2022-02-24T02:15:21.461850,3058,earth,2,
10058,2022-02-24T02:15:21.461854,3059,earth,0,
10059,2022-02-24T02:15:21.461857,3060,earth,0,
10060,2022-02-24T02:15:21.461861,3061,water,0,
10061,2022-02-24T02:15:21.461865,3062,fire,2,
10062,2022-02-24T02:15:21.461868,3063,energy,2,
10063,2022-02-24T02:15:21.461873,3064,fire,0,
10064,2022-02-24T02:15:21.461877,3065,fire,0,
10065,2022-02-24T02:15:21.461880,3066,wind,0,
10066,2022-02-24T02:15:21.461884,3067,water,0,
10067,2022-02-24T02:15:21.461888,3068,energy,2,
10068,2022-02-24T02:15:21.461892,3069,wind,0,
10069,2022-02-24T02:15:21.461895,3070,earth,0,
10070,2022-02-24T02:15:21.461899,3071,energy,1,
10071,2022-02-24T02:15:21.461902,3072,wind,1,
10072,2022-02-24T02:15:21.461906,3073,wind,1,
10073,2022-02-24T02:15:21.461910,3074,wind,0,
10074,2022-02-24T02:15:21.461913,3075,water,1,
10075,2022-02-24T02:15:21.461917,3076,water,2,
10076,2022-02-24T02:15:21.461921,3077,wind,1,
10077,2022-02-24T02:15:21.461924,3078,wind,0,
10078,2022-02-24T02:15:21.461928,3079,water,0,
10079,2022-02-24T02:15:21.461932,3080,fire,1,
10080,2022-02-24T02:15:21.461936,3081,earth,0,
10081,2022-02-24T02:15:21.461940,3082,energy,1,
10082,2022-02-24T02:15:21.461943,3083,earth,0,
10083,2022-02-24T02:15:21.461947,3084,fire,1,
10084,2022-02-24T02:15:21.461951,3085,energy,2,
10085,2022-02-24T02:15:21.461954,3086,fire,0,
10086,2022-02-24T02:15:21.461958,3087,earth,0,
10087,2022-02-24T02:15:21.461961,3088,earth,0,
10088,2022-02-24T02:15:21.461965,3089,water,0,
10089,2022-02-24T02:15:21.461969,3090,water,2,
10090,2022-02-24T02:15:21.461973,3091,fire,1,
10091,2022-02-24T02:15:21.461977,3092,earth,0,
10092,2022-02-24T02:15:21.461982,3093,energy,1,
10093,2022-02-24T02:15:21.461985,3094,water,0,
10094,2022-02-24T02:15:21.461989,3095,energy,1,
10095,2022-02-24T02:15:21.461992,3096,water,0,
10096,2022-02-24T02:15:21.461996,3097,water,2,
10097,2022-02-24T02:15:21.461999,3098,earth,0,
10098,2022-02-24T02:15:21.462003,3099,wind,1,
10099,2022-02-24T02:15:21.462007,3100,water,2,
10100,2022-02-24T02:15:21.462011,3101,fire,1,
10101,2022-02-24T02:15:21.462014,3102,fire,1,
10102,2022-02-24T02:15:21.462018,3103,energy,1,
10103,2022-02-24T02:15:21.462021,3104,water,0,
10104,2022-02-24T02:15:21.462025,3105,water,0,
10105,2022-02-24T02:15:21.462028,3106,earth,2,
10106,2022-02-24T02:15:21.462032,3107,water,2,
10107,2022-02-24T02:15:21.462035,3108,fire,0,
10108,2022-02-24T02:15:21.462039,3109,wind,0,
10109,2022-02-24T02:15:21.462042,3110,water,0,
10110,2022-02-24T02:15:21.462046,3111,energy,2,
10111,2022-02-24T02:15:21.462050,3112,water,2,
10112,2022-02-24T02:15:21.462055,3113,energy,1,
10113,2022-02-24T02:15:21.462059,3114,earth,0,
10114,2022-02-24T02:15:21.462063,3115,water,1,
10115,2022-02-24T02:15:21.462067,3116,fire,0,
10116,2022-02-24T02:15:21.462070,3117,earth,0,
10117,2022-02-24T02:15:21.462074,3118,earth,0,
10118,2022-02-24T02:15:21.462078,3119,energy,1,
10119,2022-02-24T02:15:21.462082,3120,water,0,
10120,2022-02-24T02:15:21.462085,3121,fire,1,
10121,2022-02-24T02:15:21.462090,3122,water,2,
10122,2022-02-24T02:15:21.462094,3123,fire,0,
10123,2022-02-24T02:15:21.462097,3124,energy,2,
10124,2022-02-24T02:15:21.462101,3125,fire,2,
10125,2022-02-24T02:15:21.462105,3126,fire,1,
10126,2022-02-24T02:15:21.462109,3127,energy,2,
10127,2022-02-24T02:15:21.462113,3128,energy,2,
10128,2022-02-24T02:15:21.462117,3129,wind,0,
10129,2022-02-24T02:15:21.462121,3130,earth,2,
10130,2022-02-24T02:15:21.462125,3131,earth,0,
10131,2022-02-24T02:15:21.462128,3132,energy,1,
10132,2022-02-24T02:15:21.462132,3133,earth,0,
10133,2022-02-24T02:15:21.462136,3134,wind,1,
10134,2022-02-24T02:15:21.462140,3135,energy,1,
10135,2022-02-24T02:15:21.462144,3136,water,0,
10136,2022-02-24T02:15:21.462148,3137,wind,0,
10137,2022-02-24T02:15:21.462152,3138,energy,1,
10138,2022-02-24T02:15:21.462156,3139,fire,2,
10139,2022-02-24T02:15:21.462160,3140,wind,0,
10140,2022-02-24T02:15:21.462164,3141,water,1,
10141,2022-02-24T02:15:21.462167,3142,fire,2,
10142,2022-02-24T02:15:21.462171,3143,water,0,
10143,2022-02-24T02:15:21.462176,3144,energy,2,
10144,2022-02-24T02:15:21.462179,3145,fire,0,
10145,2022-02-24T02:15:21.462184,3146,earth,0,
10146,2022-02-24T02:15:21.462187,3147,earth,2,
10147,2022-02-24T02:15:21.462191,3148,fire,2,
10148,2022-02-24T02:15:21.462195,3149,energy,2,
10149,2022-02-24T02:15:21.462198,3150,earth,0,
10150,2022-02-24T02:15:21.462202,3151,energy,2,
10151,2022-02-24T02:15:21.462205,3152,wind,0,
10152,2022-02-24T02:15:21.462209,3153,energy,2,
10153,2022-02-24T02:15:21.462213,3154,water,0,
10154,2022-02-24T02:15:21.462216,3155,energy,1,
10155,2022-02-24T02:15:21.462221,3156,wind,1,
10156,2022-02-24T02:15:21.462225,3157,earth,2,
10157,2022-02-24T02:15:21.462229,3158,energy,1,
10158,2022-02-24T02:15:21.462233,3159,water,0,
10159,2022-02-24T02:15:21.462236,3160,energy,1,
10160,2022-02-24T02:15:21.462240,3161,earth,2,
10161,2022-02-24T02:15:21.462243,3162,wind,1,
10162,2022-02-24T02:15:21.462247,3163,earth,0,
10163,2022-02-24T02:15:21.462252,3164,earth,0,
10164,2022-02-24T02:15:21.462255,3165,earth,0,
10165,2022-02-24T02:15:21.462259,3166,energy,1,
10166,2022-02-24T02:15:21.462263,3167,wind,1,
10167,2022-02-24T02:15:21.462266,3168,fire,1,
10168,2022-02-24T02:15:21.462270,3169,water,1,
10169,2022-02-24T02:15:21.462273,3170,fire,1,
10170,2022-02-24T02:15:21.462277,3171,earth,2,
10171,2022-02-24T02:15:21.462281,3172,energy,1,
10172,2022-02-24T02:15:21.462284,3173,earth,0,
10173,2022-02-24T02:15:21.462288,3174,water,2,
10174,2022-02-24T02:15:21.462292,3175,energy,1,
10175,2022-02-24T02:15:21.462295,3176,wind,0,
10176,2022-02-24T02:15:21.462299,3177,water,1,
10177,2022-02-24T02:15:21.462303,3178,fire,0,
10178,2022-02-24T02:15:21.462306,3179,water,1,
10179,2022-02-24T02:15:21.462310,3180,wind,1,
10180,2022-02-24T02:15:21.462314,3181,earth,1,
10181,2022-02-24T02:15:21.462318,3182,wind,1,
10182,2022-02-24T02:15:21.462321,3183,wind,0,
10183,2022-02-24T02:15:21.462325,3184,wind,1,
10184,2022-02-24T02:15:21.462328,3185,water,0,
10185,2022-02-24T02:15:21.462332,3186,wind,0,
10186,2022-02-24T02:15:21.462335,3187,earth,0,
10187,2022-02-24T02:15:21.462339,3188,energy,1,
10188,2022-02-24T02:15:21.462343,3189,energy,1,
10189,2022-02-24T02:15:21.462346,3190,energy,1,
10190,2022-02-24T02:15:21.462350,3191,energy,1,
10191,2022-02-24T02:15:21.462354,3192,water,2,
10192,2022-02-24T02:15:21.462357,3193,fire,0,
10193,2022-02-24T02:15:21.462361,3194,fire,1,
10194,2022-02-24T02:15:21.462365,3195,energy,1,
10195,2022-02-24T02:15:21.462368,3196,water,2,
10196,2022-02-24T02:15:21.462373,3197,earth,0,
10197,2022-02-24T02:15:21.462377,3198,wind,1,
10198,2022-02-24T02:15:21.462380,3199,fire,2,
10199,2022-02-24T02:15:21.462384,3200,wind,0,
10200,2022-02-24T02:15:21.462388,3201,water,0,
10201,2022-02-24T02:15:21.462391,3202,energy,1,
10202,2022-02-24T02:15:21.462395,3203,wind,0,
10203,2022-02-24T02:15:21.462399,3204,energy,1,
10204,2022-02-24T02:15:21.462403,3205,fire,0,
10205,2022-02-24T02:15:21.462407,3206,earth,0,
10206,2022-02-24T02:15:21.462411,3207,earth,1,
10207,2022-02-24T02:15:21.462415,3208,earth,2,
10208,2022-02-24T02:15:21.462418,3209,earth,0,
10209,2022-02-24T02:15:21.462422,3210,wind,1,
10210,2022-02-24T02:15:21.462425,3211,earth,2,
10211,2022-02-24T02:15:21.462429,3212,water,1,
10212,2022-02-24T02:15:21.462432,3213,earth,0,
10213,2022-02-24T02:15:21.462437,3214,wind,1,
10214,2022-02-24T02:15:21.462441,3215,earth,0,
10215,2022-02-24T02:15:21.462445,3216,energy,1,
10216,2022-02-24T02:15:21.462449,3217,energy,2,
10217,2022-02-24T02:15:21.462453,3218,earth,0,
10218,2022-02-24T02:15:21.462457,3219,energy,1,
10219,2022-02-24T02:15:21.462461,3220,energy,1,
10220,2022-02-24T02:15:21.462464,3221,water,0,
10221,2022-02-24T02:15:21.462468,3222,energy,1,
10222,2022-02-24T02:15:21.462472,3223,energy,2,
10223,2022-02-24T02:15:21.462475,3224,fire,1,
10224,2022-02-24T02:15:21.462479,3225,wind,0,
10225,2022-02-24T02:15:21.462483,3226,water,0,
10226,2022-02-24T02:15:21.462487,3227,energy,1,
10227,2022-02-24T02:15:21.462490,3228,energy,1,
10228,2022-02-24T02:15:21.462494,3229,earth,0,
10229,2022-02-24T02:15:21.462504,3230,water,0,
10230,2022-02-24T02:15:21.462508,3231,water,0,
10231,2022-02-24T02:15:21.462512,3232,water,0,
10232,2022-02-24T02:15:21.462515,3233,energy,1,
10233,2022-02-24T02:15:21.462519,3234,water,0,
10234,2022-02-24T02:15:21.462523,3235,energy,1,
10235,2022-02-24T02:15:21.462526,3236,fire,0,
10236,2022-02-24T02:15:21.462530,3237,wind,0,
10237,2022-02-24T02:15:21.462534,3238,energy,1,
10238,2022-02-24T02:15:21.462537,3239,wind,1,
10239,2022-02-24T02:15:21.462541,3240,wind,0,
10240,2022-02-24T02:15:21.462545,3241,water,0,
10241,2022-02-24T02:15:21.462548,3242,fire,1,
10242,2022-02-24T02:15:21.462552,3243,fire,2,
10243,2022-02-24T02:15:21.462556,3244,earth,2,
10244,2022-02-24T02:15:21.462560,3245,fire,0,
10245,2022-02-24T02:15:21.462563,3246,fire,1,
10246,2022-02-24T02:15:21.462567,3247,energy,1,
10247,2022-02-24T02:15:21.462570,3248,fire,2,
10248,2022-02-24T02:15:21.462574,3249,fire,0,
10249,2022-02-24T02:15:21.462578,3250,earth,0,
10250,2022-02-24T02:15:21.462582,3251,fire,2,
10251,2022-02-24T02:15:21.462585,3252,fire,1,
10252,2022-02-24T02:15:21.462589,3253,fire,1,
10253,2022-02-24T02:15:21.462592,3254,fire,0,
10254,2022-02-24T02:15:21.462596,3255,water,0,
10255,2022-02-24T02:15:21.462600,3256,wind,1,
10256,2022-02-24T02:15:21.462603,3257,wind,1,
10257,2022-02-24T02:15:21.462607,3258,earth,0,
10258,2022-02-24T02:15:21.462610,3259,water,0,
10259,2022-02-24T02:15:21.462614,3260,fire,0,
10260,2022-02-24T02:15:21.462617,3261,wind,0,
10261,2022-02-24T02:15:21.462621,3262,earth,0,
10262,2022-02-24T02:15:21.462625,3263,earth,0,
10263,2022-02-24T02:15:21.462629,3264,water,2,
10264,2022-02-24T02:15:21.462633,3265,fire,1,
10265,2022-02-24T02:15:21.462637,3266,earth,0,
10266,2022-02-24T02:15:21.462640,3267,earth,0,
10267,2022-02-24T02:15:21.462644,3268,fire,1,
10268,2022-02-24T02:15:21.462648,3269,fire,0,
10269,2022-02-24T02:15:21.462652,3270,energy,1,
10270,2022-02-24T02:15:21.462656,3271,energy,2,
10271,2022-02-24T02:15:21.462660,3272,earth,1,
10272,2022-02-24T02:15:21.462663,3273,wind,0,
10273,2022-02-24T02:15:21.462667,3274,fire,2,
10274,2022-02-24T02:15:21.462671,3275,earth,1,
10275,2022-02-24T02:15:21.462675,3276,wind,0,
10276,2022-02-24T02:15:21.462678,3277,earth,0,
10277,2022-02-24T02:15:21.462682,3278,energy,1,
10278,2022-02-24T02:15:21.462685,3279,earth,1,
10279,2022-02-24T02:15:21.462689,3280,energy,1,
10280,2022-02-24T02:15:21.462694,3281,water,0,
10281,2022-02-24T02:15:21.462699,3282,water,2,
10282,2022-02-24T02:15:21.462703,3283,energy,2,
10283,2022-02-24T02:15:21.462706,3284,fire,0,
10284,2022-02-24T02:15:21.462710,3285,fire,1,
10285,2022-02-24T02:15:21.462713,3286,energy,1,
10286,2022-02-24T02:15:21.462717,3287,fire,0,
10287,2022-02-24T02:15:21.462721,3288,wind,0,
10288,2022-02-24T02:15:21.462725,3289,energy,1,
10289,2022-02-24T02:15:21.462728,3290,wind,0,
10290,2022-02-24T02:15:21.462732,3291,earth,2,
10291,2022-02-24T02:15:21.462735,3292,water,2,
10292,2022-02-24T02:15:21.462739,3293,water,0,
10293,2022-02-24T02:15:21.462742,3294,fire,1,
10294,2022-02-24T02:15:21.462746,3295,water,2,
10295,2022-02-24T02:15:21.462750,3296,fire,2,
10296,2022-02-24T02:15:21.462753,3297,water,0,
10297,2022-02-24T02:15:21.462757,3298,wind,1,
10298,2022-02-24T02:15:21.462761,3299,water,0,
10299,2022-02-24T02:15:21.462764,3300,water,1,
10300,2022-02-24T02:15:21.462768,3301,earth,0,
10301,2022-02-24T02:15:21.462772,3302,earth,0,
10302,2022-02-24T02:15:21.462775,3303,energy,1,
10303,2022-02-24T02:15:21.462779,3304,fire,1,
10304,2022-02-24T02:15:21.462783,3305,water,2,
10305,2022-02-24T02:15:21.462786,3306,water,1,
10306,2022-02-24T02:15:21.462790,3307,earth,1,
10307,2022-02-24T02:15:21.462794,3308,wind,1,
10308,2022-02-24T02:15:21.462797,3309,wind,0,
10309,2022-02-24T02:15:21.462801,3310,fire,1,
10310,2022-02-24T02:15:21.462805,3311,energy,1,
10311,2022-02-24T02:15:21.462809,3312,wind,0,
10312,2022-02-24T02:15:21.462812,3313,fire,1,
10313,2022-02-24T02:15:21.462817,3314,wind,0,
10314,2022-02-24T02:15:21.462821,3315,water,2,
10315,2022-02-24T02:15:21.462825,3316,earth,0,
10316,2022-02-24T02:15:21.462828,3317,fire,2,
10317,2022-02-24T02:15:21.462832,3318,energy,1,
10318,2022-02-24T02:15:21.462836,3319,fire,0,
10319,2022-02-24T02:15:21.462840,3320,wind,0,
10320,2022-02-24T02:15:21.462844,3321,energy,1,
10321,2022-02-24T02:15:21.462848,3322,water,2,
10322,2022-02-24T02:15:21.462851,3323,wind,1,
10323,2022-02-24T02:15:21.462855,3324,energy,2,
10324,2022-02-24T02:15:21.462859,3325,energy,1,
10325,2022-02-24T02:15:21.462863,3326,water,0,
10326,2022-02-24T02:15:21.462866,3327,wind,0,
10327,2022-02-24T02:15:21.462870,3328,water,2,
10328,2022-02-24T02:15:21.462874,3329,wind,0,
10329,2022-02-24T02:15:21.462878,3330,energy,1,
10330,2022-02-24T02:15:21.462881,3331,water,1,
10331,2022-02-24T02:15:21.462885,3332,water,0,
10332,2022-02-24T02:15:21.462889,3333,earth,0,
10333,2022-02-24T02:15:21.462893,3334,wind,0,
10334,2022-02-24T02:15:21.462897,3335,water,2,
10335,2022-02-24T02:15:21.462901,3336,earth,0,
10336,2022-02-24T02:15:21.462905,3337,energy,1,
10337,2022-02-24T02:15:21.462909,3338,fire,1,
10338,2022-02-24T02:15:21.462912,3339,earth,0,
10339,2022-02-24T02:15:21.462916,3340,wind,1,
10340,2022-02-24T02:15:21.462920,3341,earth,0,
10341,2022-02-24T02:15:21.462924,3342,fire,2,
10342,2022-02-24T02:15:21.462928,3343,water,2,
10343,2022-02-24T02:15:21.462931,3344,energy,1,
10344,2022-02-24T02:15:21.462936,3345,fire,1,
10345,2022-02-24T02:15:21.462940,3346,wind,0,
10346,2022-02-24T02:15:21.462944,3347,earth,0,
10347,2022-02-24T02:15:21.462948,3348,wind,1,
10348,2022-02-24T02:15:21.462952,3349,water,2,
